position,champion,rune_key,rune_main,rune_sub,total_games,win_count,win_rate
MIDDLE,트위스티드 페이트,치명적 속도,정밀,결의,15,10,66.67
MIDDLE,트위스티드 페이트,치명적 속도,정밀,영감,5,2,40.0
MIDDLE,트위치,집중 공격,정밀,마법,7,6,85.71
MIDDLE,트위치,집중 공격,정밀,영감,5,3,60.0
MIDDLE,트위치,집중 공격,정밀,지배,11,4,36.36
MIDDLE,티모,집중 공격,정밀,결의,7,2,28.57
MIDDLE,파이크,칼날비,지배,결의,5,4,80.0
MIDDLE,파이크,칼날비,지배,영감,19,11,57.89
MIDDLE,판테온,감전,지배,결의,26,13,50.0
MIDDLE,판테온,감전,지배,마법,26,15,57.69
MIDDLE,판테온,감전,지배,영감,244,142,58.2
MIDDLE,판테온,감전,지배,정밀,36,23,63.89
MIDDLE,판테온,정복자,정밀,결의,58,29,50.0
MIDDLE,판테온,정복자,정밀,마법,56,31,55.36
MIDDLE,판테온,정복자,정밀,영감,142,84,59.15
MIDDLE,판테온,정복자,정밀,지배,18,11,61.11
MIDDLE,판테온,집중 공격,정밀,마법,5,3,60.0
MIDDLE,판테온,집중 공격,정밀,지배,7,4,57.14
MIDDLE,피들스틱,신비로운 유성,마법,결의,22,9,40.91
MIDDLE,피들스틱,신비로운 유성,마법,지배,18,9,50.0
MIDDLE,피오라,집중 공격,정밀,결의,14,10,71.43
MIDDLE,피즈,감전,지배,결의,7,2,28.57
MIDDLE,피즈,감전,지배,마법,315,165,52.38
MIDDLE,피즈,감전,지배,영감,7,2,28.57
MIDDLE,피즈,감전,지배,정밀,271,135,49.82
MIDDLE,피즈,집중 공격,정밀,마법,9,4,44.44
MIDDLE,피즈,집중 공격,정밀,지배,10,4,40.0
MIDDLE,하이머딩거,신비로운 유성,마법,영감,16,7,43.75
MIDDLE,하이머딩거,정복자,정밀,마법,15,6,40.0
MIDDLE,흐웨이,난입,마법,결의,22,13,59.09
MIDDLE,흐웨이,난입,마법,영감,11,4,36.36
MIDDLE,흐웨이,난입,마법,정밀,38,21,55.26
MIDDLE,흐웨이,봉인 풀린 주문서,영감,마법,10,5,50.0
MIDDLE,흐웨이,선제공격,영감,마법,19,12,63.16
MIDDLE,흐웨이,선제공격,영감,정밀,12,5,41.67
MIDDLE,흐웨이,신비로운 유성,마법,결의,96,46,47.92
MIDDLE,흐웨이,신비로운 유성,마법,영감,224,103,45.98
MIDDLE,흐웨이,신비로운 유성,마법,정밀,507,233,45.96
MIDDLE,흐웨이,정복자,정밀,마법,8,7,87.5
MIDDLE,흐웨이,콩콩이 소환,마법,결의,55,27,49.09
MIDDLE,흐웨이,콩콩이 소환,마법,영감,48,13,27.08
MIDDLE,흐웨이,콩콩이 소환,마법,정밀,148,65,43.92
TOP,가렌,난입,마법,결의,59,28,47.46
TOP,가렌,정복자,정밀,결의,47,24,51.06
TOP,가렌,정복자,정밀,마법,633,298,47.08
TOP,갈리오,난입,마법,결의,194,105,54.12
TOP,갈리오,난입,마법,영감,10,5,50.0
TOP,갈리오,난입,마법,지배,8,4,50.0
TOP,갈리오,여진,결의,마법,34,20,58.82
TOP,갈리오,여진,결의,영감,14,7,50.0
TOP,갱플랭크,기민한 발놀림,정밀,결의,436,223,51.15
TOP,갱플랭크,기민한 발놀림,정밀,마법,9,6,66.67
TOP,갱플랭크,기민한 발놀림,정밀,영감,118,60,50.85
TOP,갱플랭크,기민한 발놀림,정밀,지배,22,16,72.73
TOP,갱플랭크,선제공격,영감,결의,194,110,56.7
TOP,갱플랭크,선제공격,영감,마법,41,21,51.22
TOP,갱플랭크,선제공격,영감,정밀,44,26,59.09
TOP,갱플랭크,선제공격,영감,지배,32,17,53.12
TOP,갱플랭크,신비로운 유성,마법,결의,164,77,46.95
TOP,갱플랭크,신비로운 유성,마법,영감,391,209,53.45
TOP,갱플랭크,신비로운 유성,마법,정밀,10,5,50.0
TOP,갱플랭크,신비로운 유성,마법,지배,16,9,56.25
TOP,갱플랭크,착취의 손아귀,결의,마법,111,53,47.75
TOP,갱플랭크,착취의 손아귀,결의,영감,985,511,51.88
TOP,갱플랭크,착취의 손아귀,결의,정밀,12,6,50.0
TOP,그라가스,감전,지배,마법,15,6,40.0
TOP,그라가스,감전,지배,영감,30,15,50.0
TOP,그라가스,난입,마법,결의,15,9,60.0
TOP,그라가스,난입,마법,영감,539,257,47.68
TOP,그라가스,난입,마법,정밀,28,12,42.86
TOP,그라가스,선제공격,영감,마법,10,6,60.0
TOP,그라가스,신비로운 유성,마법,결의,12,4,33.33
TOP,그라가스,신비로운 유성,마법,영감,312,147,47.12
TOP,그라가스,신비로운 유성,마법,정밀,5,2,40.0
TOP,그라가스,착취의 손아귀,결의,마법,104,61,58.65
TOP,그라가스,착취의 손아귀,결의,영감,30,14,46.67
TOP,그레이브즈,기민한 발놀림,정밀,결의,5,1,20.0
TOP,그레이브즈,기민한 발놀림,정밀,영감,22,7,31.82
TOP,그웬,정복자,정밀,결의,1045,565,54.07
TOP,그웬,정복자,정밀,마법,5,3,60.0
TOP,그웬,정복자,정밀,영감,557,293,52.6
TOP,그웬,착취의 손아귀,결의,영감,12,5,41.67
TOP,나르,기민한 발놀림,정밀,결의,1213,579,47.73
TOP,나르,기민한 발놀림,정밀,영감,54,32,59.26
TOP,나르,정복자,정밀,결의,550,283,51.45
TOP,나르,정복자,정밀,마법,8,5,62.5
TOP,나르,정복자,정밀,영감,38,18,47.37
TOP,나르,집중 공격,정밀,결의,9,6,66.67
TOP,나르,착취의 손아귀,결의,영감,54,29,53.7
TOP,나르,착취의 손아귀,결의,정밀,115,66,57.39
TOP,나르,치명적 속도,정밀,결의,73,41,56.16
TOP,나르,치명적 속도,정밀,영감,25,11,44.0
TOP,나르,콩콩이 소환,마법,결의,5,3,60.0
TOP,나서스,기민한 발놀림,정밀,결의,89,36,40.45
TOP,나서스,기민한 발놀림,정밀,영감,14,12,85.71
TOP,나서스,난입,마법,결의,15,6,40.0
TOP,나서스,난입,마법,영감,57,27,47.37
TOP,나서스,봉인 풀린 주문서,영감,결의,15,8,53.33
TOP,나서스,착취의 손아귀,결의,마법,13,5,38.46
TOP,나서스,착취의 손아귀,결의,영감,20,11,55.0
TOP,나서스,콩콩이 소환,마법,영감,64,30,46.88
TOP,나피리,선제공격,영감,마법,5,3,60.0
TOP,나피리,정복자,정밀,마법,13,8,61.54
TOP,나피리,칼날비,지배,마법,18,10,55.56
TOP,나피리,칼날비,지배,영감,5,1,20.0
TOP,나피리,칼날비,지배,정밀,5,4,80.0
TOP,녹턴,정복자,정밀,결의,22,9,40.91
TOP,녹턴,정복자,정밀,마법,22,13,59.09
TOP,녹턴,정복자,정밀,영감,119,59,49.58
TOP,녹턴,치명적 속도,정밀,결의,19,7,36.84
TOP,녹턴,치명적 속도,정밀,영감,10,7,70.0
TOP,니달리,집중 공격,정밀,결의,14,7,50.0
TOP,니달리,착취의 손아귀,결의,영감,97,54,55.67
TOP,니달리,착취의 손아귀,결의,정밀,48,21,43.75
TOP,니달리,착취의 손아귀,결의,지배,10,5,50.0
TOP,니코,감전,지배,마법,10,7,70.0
TOP,니코,선제공격,영감,지배,8,4,50.0
TOP,니코,신비로운 유성,마법,영감,14,9,64.29
TOP,니코,신비로운 유성,마법,지배,7,3,42.86
TOP,니코,치명적 속도,정밀,결의,6,4,66.67
TOP,니코,콩콩이 소환,마법,영감,11,5,45.45
TOP,니코,콩콩이 소환,마법,정밀,16,8,50.0
TOP,다리우스,난입,마법,영감,19,10,52.63
TOP,다리우스,난입,마법,정밀,17,8,47.06
TOP,다리우스,정복자,정밀,결의,421,213,50.59
TOP,다리우스,정복자,정밀,마법,827,384,46.43
TOP,다리우스,정복자,정밀,영감,181,97,53.59
TOP,다리우스,집중 공격,정밀,마법,7,3,42.86
TOP,다리우스,칼날비,지배,영감,7,1,14.29
TOP,다리우스,칼날비,지배,정밀,5,3,60.0
TOP,다이애나,감전,지배,마법,12,7,58.33
TOP,다이애나,난입,마법,결의,20,11,55.0
TOP,드레이븐,집중 공격,정밀,결의,8,5,62.5
TOP,드레이븐,집중 공격,정밀,영감,191,97,50.79
TOP,드레이븐,치명적 속도,정밀,마법,16,4,25.0
TOP,드레이븐,치명적 속도,정밀,영감,9,5,55.56
TOP,라이즈,감전,지배,마법,13,7,53.85
TOP,라이즈,난입,마법,결의,436,216,49.54
TOP,라이즈,난입,마법,영감,484,245,50.62
TOP,라이즈,난입,마법,정밀,101,49,48.51
TOP,라이즈,선제공격,영감,마법,10,4,40.0
TOP,라이즈,신비로운 유성,마법,결의,21,10,47.62
TOP,라이즈,신비로운 유성,마법,영감,47,24,51.06
TOP,라이즈,신비로운 유성,마법,정밀,7,3,42.86
TOP,라이즈,정복자,정밀,결의,20,9,45.0
TOP,라이즈,정복자,정밀,마법,83,40,48.19
TOP,라이즈,정복자,정밀,영감,46,25,54.35
TOP,라이즈,착취의 손아귀,결의,마법,8,3,37.5
TOP,람머스,여진,결의,영감,15,11,73.33
TOP,람머스,여진,결의,정밀,12,5,41.67
TOP,럼블,난입,마법,결의,80,43,53.75
TOP,럼블,난입,마법,영감,85,51,60.0
TOP,럼블,선제공격,영감,결의,233,122,52.36
TOP,럼블,선제공격,영감,마법,118,60,50.85
TOP,럼블,선제공격,영감,정밀,31,15,48.39
TOP,럼블,선제공격,영감,지배,15,6,40.0
TOP,럼블,신비로운 유성,마법,결의,1705,924,54.19
TOP,럼블,신비로운 유성,마법,영감,2079,1088,52.33
TOP,럼블,신비로운 유성,마법,정밀,43,25,58.14
TOP,럼블,신비로운 유성,마법,지배,99,46,46.46
TOP,럼블,정복자,정밀,결의,64,40,62.5
TOP,럼블,정복자,정밀,마법,45,19,42.22
TOP,럼블,정복자,정밀,영감,70,34,48.57
TOP,레넥톤,정복자,정밀,결의,3224,1604,49.75
TOP,레넥톤,정복자,정밀,마법,5,1,20.0
TOP,레넥톤,정복자,정밀,영감,120,60,50.0
TOP,레넥톤,집중 공격,정밀,결의,544,255,46.88
TOP,레넥톤,집중 공격,정밀,영감,31,15,48.39
TOP,레넥톤,집중 공격,정밀,지배,13,3,23.08
TOP,렉사이,정복자,정밀,결의,18,8,44.44
TOP,렉사이,착취의 손아귀,결의,영감,296,160,54.05
TOP,렉사이,착취의 손아귀,결의,정밀,40,21,52.5
TOP,렉사이,칼날비,지배,결의,75,40,53.33
TOP,렝가,기민한 발놀림,정밀,결의,43,20,46.51
TOP,렝가,기민한 발놀림,정밀,영감,33,19,57.58
TOP,렝가,기민한 발놀림,정밀,지배,272,139,51.1
TOP,렝가,선제공격,영감,지배,11,6,54.55
TOP,렝가,정복자,정밀,결의,120,64,53.33
TOP,렝가,정복자,정밀,영감,71,46,64.79
TOP,렝가,정복자,정밀,지배,26,10,38.46
TOP,렝가,집중 공격,정밀,지배,8,4,50.0
TOP,렝가,착취의 손아귀,결의,영감,8,4,50.0
TOP,렝가,착취의 손아귀,결의,정밀,26,14,53.85
TOP,렝가,착취의 손아귀,결의,지배,16,7,43.75
TOP,루시안,집중 공격,정밀,결의,6,2,33.33
TOP,루시안,집중 공격,정밀,영감,45,23,51.11
TOP,룰루,감전,지배,마법,73,38,52.05
TOP,룰루,난입,마법,결의,5,2,40.0
TOP,룰루,선제공격,영감,마법,9,5,55.56
TOP,룰루,콩콩이 소환,마법,결의,43,25,58.14
TOP,룰루,콩콩이 소환,마법,영감,22,15,68.18
TOP,르블랑,감전,지배,마법,19,9,47.37
TOP,르블랑,감전,지배,영감,5,1,20.0
TOP,르블랑,감전,지배,정밀,6,5,83.33
TOP,리 신,정복자,정밀,결의,105,45,42.86
TOP,리 신,정복자,정밀,영감,25,13,52.0
TOP,리 신,착취의 손아귀,결의,영감,15,8,53.33
TOP,리븐,정복자,정밀,결의,111,53,47.75
TOP,리븐,정복자,정밀,마법,83,39,46.99
TOP,리븐,정복자,정밀,영감,994,539,54.23
TOP,리산드라,감전,지배,마법,30,20,66.67
TOP,리산드라,선제공격,영감,지배,10,6,60.0
TOP,리산드라,신비로운 유성,마법,결의,29,20,68.97
TOP,리산드라,신비로운 유성,마법,영감,19,9,47.37
TOP,리산드라,신비로운 유성,마법,지배,13,6,46.15
TOP,리산드라,여진,결의,마법,14,6,42.86
TOP,리산드라,콩콩이 소환,마법,지배,12,8,66.67
TOP,마스터 이,치명적 속도,정밀,결의,16,7,43.75
TOP,마스터 이,치명적 속도,정밀,영감,5,2,40.0
TOP,마스터 이,칼날비,지배,결의,13,8,61.54
TOP,마스터 이,칼날비,지배,영감,10,3,30.0
TOP,마스터 이,칼날비,지배,정밀,44,20,45.45
TOP,마오카이,난입,마법,결의,14,4,28.57
TOP,마오카이,난입,마법,영감,6,2,33.33
TOP,마오카이,착취의 손아귀,결의,마법,73,43,58.9
TOP,마오카이,착취의 손아귀,결의,영감,104,40,38.46
TOP,말자하,신비로운 유성,마법,영감,7,3,42.86
TOP,말자하,신비로운 유성,마법,정밀,11,4,36.36
TOP,말자하,콩콩이 소환,마법,영감,24,10,41.67
TOP,말자하,콩콩이 소환,마법,정밀,5,2,40.0
TOP,말파이트,난입,마법,결의,16,6,37.5
TOP,말파이트,난입,마법,영감,5,3,60.0
TOP,말파이트,신비로운 유성,마법,결의,581,290,49.91
TOP,말파이트,신비로운 유성,마법,영감,236,129,54.66
TOP,말파이트,신비로운 유성,마법,정밀,7,5,71.43
TOP,말파이트,신비로운 유성,마법,지배,45,20,44.44
TOP,말파이트,집중 공격,정밀,결의,5,2,40.0
TOP,말파이트,집중 공격,정밀,마법,11,8,72.73
TOP,말파이트,집중 공격,정밀,영감,7,5,71.43
TOP,말파이트,착취의 손아귀,결의,마법,378,185,48.94
TOP,말파이트,착취의 손아귀,결의,영감,87,39,44.83
TOP,말파이트,착취의 손아귀,결의,정밀,17,10,58.82
TOP,말파이트,착취의 손아귀,결의,지배,7,2,28.57
TOP,말파이트,콩콩이 소환,마법,결의,9,8,88.89
TOP,말파이트,콩콩이 소환,마법,영감,8,6,75.0
TOP,모데카이저,정복자,정밀,결의,727,362,49.79
TOP,모데카이저,정복자,정밀,마법,20,12,60.0
TOP,모데카이저,정복자,정밀,영감,38,28,73.68
TOP,모데카이저,착취의 손아귀,결의,정밀,5,1,20.0
TOP,문도 박사,기민한 발놀림,정밀,결의,7,3,42.86
TOP,문도 박사,기민한 발놀림,정밀,영감,13,4,30.77
TOP,문도 박사,착취의 손아귀,결의,영감,1101,518,47.05
TOP,문도 박사,착취의 손아귀,결의,정밀,27,10,37.04
TOP,바루스,집중 공격,정밀,결의,679,342,50.37
TOP,바루스,집중 공격,정밀,마법,42,20,47.62
TOP,바루스,집중 공격,정밀,영감,97,47,48.45
TOP,바루스,집중 공격,정밀,지배,9,3,33.33
TOP,바루스,치명적 속도,정밀,결의,127,63,49.61
TOP,바루스,치명적 속도,정밀,마법,11,6,54.55
TOP,바루스,치명적 속도,정밀,영감,41,15,36.59
TOP,바이,칼날비,지배,결의,10,4,40.0
TOP,베이가,선제공격,영감,마법,6,2,33.33
TOP,베인,기민한 발놀림,정밀,결의,41,21,51.22
TOP,베인,기민한 발놀림,정밀,마법,194,103,53.09
TOP,베인,기민한 발놀림,정밀,영감,188,99,52.66
TOP,베인,기민한 발놀림,정밀,지배,29,16,55.17
TOP,베인,집중 공격,정밀,결의,30,15,50.0
TOP,베인,집중 공격,정밀,마법,35,20,57.14
TOP,베인,집중 공격,정밀,영감,39,16,41.03
TOP,베인,집중 공격,정밀,지배,28,19,67.86
TOP,베인,치명적 속도,정밀,결의,155,78,50.32
TOP,베인,치명적 속도,정밀,마법,81,34,41.98
TOP,베인,치명적 속도,정밀,영감,52,28,53.85
TOP,베인,치명적 속도,정밀,지배,23,14,60.87
TOP,벡스,난입,마법,결의,5,4,80.0
TOP,벨베스,정복자,정밀,결의,70,37,52.86
TOP,벨베스,정복자,정밀,영감,8,3,37.5
TOP,벨코즈,신비로운 유성,마법,영감,7,4,57.14
TOP,벨코즈,신비로운 유성,마법,정밀,21,9,42.86
TOP,볼리베어,기민한 발놀림,정밀,결의,17,5,29.41
TOP,볼리베어,집중 공격,정밀,결의,106,52,49.06
TOP,볼리베어,집중 공격,정밀,마법,53,22,41.51
TOP,볼리베어,집중 공격,정밀,영감,195,90,46.15
TOP,볼리베어,착취의 손아귀,결의,마법,19,13,68.42
TOP,볼리베어,착취의 손아귀,결의,영감,46,17,36.96
TOP,볼리베어,착취의 손아귀,결의,정밀,730,369,50.55
TOP,볼리베어,치명적 속도,정밀,결의,58,27,46.55
TOP,볼리베어,치명적 속도,정밀,마법,31,18,58.06
TOP,볼리베어,치명적 속도,정밀,영감,119,64,53.78
TOP,브라이어,집중 공격,정밀,결의,10,3,30.0
TOP,브랜드,신비로운 유성,마법,정밀,9,4,44.44
TOP,블라디미르,감전,지배,마법,6,5,83.33
TOP,블라디미르,난입,마법,결의,12,4,33.33
TOP,블라디미르,난입,마법,영감,82,47,57.32
TOP,블라디미르,난입,마법,정밀,154,77,50.0
TOP,블라디미르,정복자,정밀,결의,10,5,50.0
TOP,블라디미르,정복자,정밀,마법,141,72,51.06
TOP,블라디미르,정복자,정밀,영감,68,40,58.82
TOP,블라디미르,콩콩이 소환,마법,결의,56,35,62.5
TOP,블라디미르,콩콩이 소환,마법,영감,39,14,35.9
TOP,블라디미르,콩콩이 소환,마법,정밀,636,303,47.64
TOP,비에고,정복자,정밀,결의,29,16,55.17
TOP,비에고,정복자,정밀,영감,24,14,58.33
TOP,빅토르,선제공격,영감,마법,6,3,50.0
TOP,빅토르,콩콩이 소환,마법,결의,32,21,65.62
TOP,빅토르,콩콩이 소환,마법,영감,6,1,16.67
TOP,빅토르,콩콩이 소환,마법,정밀,5,1,20.0
TOP,뽀삐,착취의 손아귀,결의,마법,172,81,47.09
TOP,뽀삐,착취의 손아귀,결의,영감,84,44,52.38
TOP,뽀삐,착취의 손아귀,결의,정밀,485,263,54.23
TOP,사이온,난입,마법,결의,49,19,38.78
TOP,사이온,난입,마법,영감,11,7,63.64
TOP,사이온,봉인 풀린 주문서,영감,결의,11,7,63.64
TOP,사이온,신비로운 유성,마법,결의,113,46,40.71
TOP,사이온,신비로운 유성,마법,영감,57,30,52.63
TOP,사이온,착취의 손아귀,결의,마법,124,59,47.58
TOP,사이온,착취의 손아귀,결의,영감,1787,820,45.89
TOP,사이온,착취의 손아귀,결의,정밀,145,63,43.45
TOP,사이온,착취의 손아귀,결의,지배,5,2,40.0
TOP,사일러스,감전,지배,결의,29,18,62.07
TOP,사일러스,감전,지배,마법,27,12,44.44
TOP,사일러스,감전,지배,영감,21,8,38.1
TOP,사일러스,감전,지배,정밀,6,1,16.67
TOP,사일러스,정복자,정밀,결의,343,172,50.15
TOP,사일러스,정복자,정밀,마법,18,9,50.0
TOP,사일러스,정복자,정밀,영감,142,73,51.41
TOP,사일러스,착취의 손아귀,결의,마법,5,2,40.0
TOP,사일러스,착취의 손아귀,결의,영감,19,9,47.37
TOP,샤코,신비로운 유성,마법,정밀,5,1,20.0
TOP,세나,기민한 발놀림,정밀,마법,13,9,69.23
TOP,세주아니,난입,마법,영감,6,3,50.0
TOP,세주아니,신비로운 유성,마법,결의,102,54,52.94
TOP,세주아니,신비로운 유성,마법,영감,41,20,48.78
TOP,세주아니,신비로운 유성,마법,정밀,212,106,50.0
TOP,세주아니,착취의 손아귀,결의,마법,58,29,50.0
TOP,세주아니,착취의 손아귀,결의,영감,58,27,46.55
TOP,세주아니,착취의 손아귀,결의,정밀,6,4,66.67
TOP,세트,기민한 발놀림,정밀,결의,20,10,50.0
TOP,세트,정복자,정밀,결의,929,435,46.82
TOP,세트,집중 공격,정밀,결의,55,26,47.27
TOP,세트,착취의 손아귀,결의,정밀,82,44,53.66
TOP,세트,칼날비,지배,결의,11,3,27.27
TOP,소라카,콩콩이 소환,마법,결의,31,14,45.16
TOP,쉔,여진,결의,지배,5,2,40.0
TOP,쉔,착취의 손아귀,결의,마법,64,36,56.25
TOP,쉔,착취의 손아귀,결의,영감,726,381,52.48
TOP,쉔,착취의 손아귀,결의,정밀,12,4,33.33
TOP,쉔,착취의 손아귀,결의,지배,369,180,48.78
TOP,스몰더,기민한 발놀림,정밀,결의,7,3,42.86
TOP,스몰더,기민한 발놀림,정밀,마법,30,10,33.33
TOP,스몰더,기민한 발놀림,정밀,영감,44,23,52.27
TOP,스몰더,착취의 손아귀,결의,정밀,6,2,33.33
TOP,스웨인,선제공격,영감,정밀,6,3,50.0
TOP,스웨인,정복자,정밀,결의,64,34,53.12
TOP,스웨인,정복자,정밀,마법,38,21,55.26
TOP,스웨인,콩콩이 소환,마법,결의,51,28,54.9
TOP,스웨인,콩콩이 소환,마법,영감,5,4,80.0
TOP,스웨인,콩콩이 소환,마법,정밀,68,36,52.94
TOP,스카너,착취의 손아귀,결의,마법,6,4,66.67
TOP,스카너,착취의 손아귀,결의,영감,10,4,40.0
TOP,신 짜오,정복자,정밀,결의,75,31,41.33
TOP,신 짜오,정복자,정밀,마법,6,3,50.0
TOP,신 짜오,정복자,정밀,영감,75,33,44.0
TOP,신 짜오,치명적 속도,정밀,영감,6,3,50.0
TOP,신 짜오,칼날비,지배,마법,35,13,37.14
TOP,신 짜오,칼날비,지배,정밀,14,4,28.57
TOP,신드라,감전,지배,마법,5,2,40.0
TOP,신드라,난입,마법,영감,6,4,66.67
TOP,신드라,선제공격,영감,마법,6,5,83.33
TOP,신드라,콩콩이 소환,마법,영감,5,3,60.0
TOP,신지드,난입,마법,결의,191,115,60.21
TOP,신지드,난입,마법,영감,21,10,47.62
TOP,신지드,봉인 풀린 주문서,영감,결의,65,43,66.15
TOP,신지드,봉인 풀린 주문서,영감,마법,159,89,55.97
TOP,신지드,정복자,정밀,결의,92,39,42.39
TOP,신지드,정복자,정밀,마법,597,313,52.43
TOP,신지드,정복자,정밀,영감,129,76,58.91
TOP,신지드,콩콩이 소환,마법,결의,8,3,37.5
TOP,신지드,콩콩이 소환,마법,영감,5,2,40.0
TOP,아리,감전,지배,마법,7,3,42.86
TOP,아리,선제공격,영감,마법,8,2,25.0
TOP,아이번,집중 공격,정밀,결의,16,8,50.0
TOP,아이번,집중 공격,정밀,영감,8,3,37.5
TOP,아이번,집중 공격,정밀,지배,27,16,59.26
TOP,아이번,콩콩이 소환,마법,결의,57,32,56.14
TOP,아지르,선제공격,영감,마법,11,7,63.64
TOP,아지르,선제공격,영감,정밀,30,18,60.0
TOP,아지르,치명적 속도,정밀,결의,21,9,42.86
TOP,아지르,치명적 속도,정밀,마법,48,25,52.08
TOP,아지르,치명적 속도,정밀,영감,30,16,53.33
TOP,아지르,콩콩이 소환,마법,정밀,8,6,75.0
TOP,아칼리,감전,지배,결의,312,158,50.64
TOP,아칼리,감전,지배,마법,245,122,49.8
TOP,아칼리,감전,지배,영감,33,16,48.48
TOP,아칼리,감전,지배,정밀,8,5,62.5
TOP,아칼리,기민한 발놀림,정밀,결의,12,5,41.67
TOP,아칼리,정복자,정밀,결의,388,188,48.45
TOP,아칼리,정복자,정밀,마법,18,9,50.0
TOP,아칼리,정복자,정밀,영감,78,40,51.28
TOP,아칼리,정복자,정밀,지배,21,6,28.57
TOP,아칼리,착취의 손아귀,결의,영감,5,1,20.0
TOP,아크샨,집중 공격,정밀,결의,38,15,39.47
TOP,아크샨,집중 공격,정밀,영감,29,15,51.72
TOP,아트록스,감전,지배,결의,131,56,42.75
TOP,아트록스,감전,지배,영감,11,3,27.27
TOP,아트록스,감전,지배,정밀,11,4,36.36
TOP,아트록스,기민한 발놀림,정밀,결의,5,3,60.0
TOP,아트록스,신비로운 유성,마법,결의,5,2,40.0
TOP,아트록스,정복자,정밀,결의,1899,884,46.55
TOP,아트록스,정복자,정밀,영감,72,37,51.39
TOP,아트록스,정복자,정밀,지배,13,5,38.46
TOP,아트록스,착취의 손아귀,결의,영감,174,93,53.45
TOP,아트록스,착취의 손아귀,결의,정밀,56,24,42.86
TOP,아트록스,착취의 손아귀,결의,지배,5,2,40.0
TOP,암베사,감전,지배,결의,274,132,48.18
TOP,암베사,감전,지배,영감,41,22,53.66
TOP,암베사,선제공격,영감,결의,5,3,60.0
TOP,암베사,선제공격,영감,지배,6,5,83.33
TOP,암베사,정복자,정밀,결의,372,182,48.92
TOP,암베사,정복자,정밀,영감,50,26,52.0
TOP,암베사,착취의 손아귀,결의,영감,4341,2119,48.81
TOP,암베사,착취의 손아귀,결의,정밀,12,5,41.67
TOP,암베사,착취의 손아귀,결의,지배,105,52,49.52
TOP,애니비아,감전,지배,마법,198,112,56.57
TOP,애니비아,감전,지배,정밀,122,67,54.92
TOP,애니비아,난입,마법,정밀,17,9,52.94
TOP,애니비아,봉인 풀린 주문서,영감,정밀,7,5,71.43
TOP,애니비아,신비로운 유성,마법,결의,5,3,60.0
TOP,애니비아,신비로운 유성,마법,정밀,10,6,60.0
TOP,애니비아,착취의 손아귀,결의,지배,6,2,33.33
TOP,야스오,정복자,정밀,결의,5,2,40.0
TOP,야스오,착취의 손아귀,결의,정밀,35,18,51.43
TOP,야스오,치명적 속도,정밀,결의,1051,491,46.72
TOP,야스오,치명적 속도,정밀,영감,35,19,54.29
TOP,에코,착취의 손아귀,결의,영감,8,2,25.0
TOP,에코,칼날비,지배,마법,23,9,39.13
TOP,오공,정복자,정밀,결의,171,92,53.8
TOP,오공,정복자,정밀,영감,30,12,40.0
TOP,오공,정복자,정밀,지배,7,5,71.43
TOP,오공,착취의 손아귀,결의,영감,24,12,50.0
